frame,person_id,keypoint,x,y,confidence
11,0,left_hip,273.3238525390625,1007.9459838867188,0.9723643660545349
11,0,right_hip,274.9208679199219,1018.9954223632812,0.9866769313812256
11,0,left_knee,533.2060546875,1010.5785522460938,0.9576550126075745
11,0,right_knee,544.491943359375,1032.32861328125,0.9852250218391418
11,0,left_ankle,405.4527893066406,1236.039306640625,0.9026138782501221
11,0,right_ankle,403.8124694824219,1269.4832763671875,0.9372108578681946
12,0,nose,551.2009887695312,661.3335571289062,0.9836044907569885
12,0,left_eye,548.5609741210938,642.7164916992188,0.554711103439331
12,0,right_eye,530.7936401367188,646.42236328125,0.993571400642395
12,0,left_ear,508.5819091796875,652.7651977539062,0.036787666380405426
12,0,right_ear,473.46630859375,666.2074584960938,0.9886915683746338
12,0,left_shoulder,445.13568115234375,749.6759643554688,0.9744835495948792
12,0,right_shoulder,453.41510009765625,760.9236450195312,0.993490993976593
12,0,left_elbow,581.5579833984375,804.7936401367188,0.6735272407531738
12,0,right_elbow,624.2552490234375,822.5731811523438,0.9762964844703674
12,0,left_wrist,725.8483276367188,834.7147827148438,0.6981174945831299
12,0,right_wrist,793.3035888671875,825.4382934570312,0.9539614915847778
12,0,left_hip,273.08709716796875,1007.85302734375,0.972257673740387
12,0,right_hip,274.9344177246094,1018.9598999023438,0.9866225123405457
12,0,left_knee,533.1250610351562,1010.4590454101562,0.9575859308242798
12,0,right_knee,544.6234130859375,1032.260498046875,0.9851990342140198
12,0,left_ankle,405.37646484375,1235.9637451171875,0.9026578664779663
12,0,right_ankle,403.7841796875,1269.436279296875,0.9372351765632629
13,0,nose,549.300537109375,663.3939819335938,0.9783720374107361
13,0,left_eye,545.4481201171875,645.9522094726562,0.4721279442310333
13,0,right_eye,528.6646728515625,649.6461791992188,0.9914719462394714
13,0,left_ear,505.44024658203125,658.54638671875,0.03187381476163864
13,0,right_ear,472.181640625,671.9742431640625,0.9885721206665039
13,0,left_shoulder,448.6297302246094,755.7052612304688,0.9760357737541199
13,0,right_shoulder,449.0401306152344,763.6400146484375,0.9940274953842163
13,0,left_elbow,582.3573608398438,814.0917358398438,0.7046568989753723
13,0,right_elbow,618.6085815429688,826.171142578125,0.9800333380699158
13,0,left_wrist,721.275634765625,838.3895263671875,0.72220778465271
13,0,right_wrist,790.3946533203125,831.0096435546875,0.9598639607429504
13,0,left_hip,278.6355895996094,1008.4959716796875,0.9771073460578918
13,0,right_hip,275.0427551269531,1018.561767578125,0.9891662001609802
13,0,left_knee,537.4892578125,1009.2158813476562,0.9614500999450684
13,0,right_knee,541.9994506835938,1030.2159423828125,0.9867615699768066
13,0,left_ankle,411.1761169433594,1229.04443359375,0.9047355055809021
13,0,right_ankle,405.3914489746094,1265.046630859375,0.9391046762466431
14,0,nose,549.3616943359375,663.3721313476562,0.978521466255188
14,0,left_eye,545.4898681640625,645.946533203125,0.47380343079566956
14,0,right_eye,528.7048950195312,649.64697265625,0.9915173053741455
14,0,left_ear,505.4885559082031,658.5568237304688,0.03200551122426987
14,0,right_ear,472.18231201171875,672.0126953125,0.9886232018470764
14,0,left_shoulder,448.7104187011719,755.7301025390625,0.9762469530105591
14,0,right_shoulder,449.0163879394531,763.6287231445312,0.9940493106842041
14,0,left_elbow,582.2568359375,813.939208984375,0.7064020037651062
14,0,right_elbow,618.64892578125,825.942626953125,0.980048418045044
14,0,left_wrist,720.6685180664062,837.9918212890625,0.7235572338104248
14,0,right_wrist,790.4888305664062,830.8377075195312,0.9599047899246216
14,0,left_hip,278.70037841796875,1008.4078369140625,0.9772152304649353
14,0,right_hip,275.0049133300781,1018.4371948242188,0.9891864657402039
14,0,left_knee,537.1918334960938,1009.5115966796875,0.9614492058753967
14,0,right_knee,541.5731811523438,1030.45849609375,0.9867159128189087
14,0,left_ankle,411.1877746582031,1229.0933837890625,0.9043598771095276
14,0,right_ankle,405.2803955078125,1265.1026611328125,0.9387109279632568
15,0,nose,548.8856201171875,663.8316650390625,0.976040244102478
15,0,left_eye,544.5637817382812,647.02783203125,0.44096311926841736
15,0,right_eye,528.1883544921875,650.0289306640625,0.990452766418457
15,0,left_ear,504.75537109375,661.2191772460938,0.030063170939683914
15,0,right_ear,472.22705078125,673.1044921875,0.9885700345039368
15,0,left_shoulder,451.571044921875,759.8674926757812,0.9766198396682739
15,0,right_shoulder,449.452880859375,765.0499877929688,0.9941940903663635
15,0,left_elbow,582.6856689453125,819.6602172851562,0.711909294128418
15,0,right_elbow,621.4466552734375,827.200439453125,0.9810206890106201
15,0,left_wrist,716.76904296875,841.2344360351562,0.7242725491523743
15,0,right_wrist,793.0994262695312,831.6508178710938,0.9609478712081909
15,0,left_hip,283.72540283203125,1012.66357421875,0.9780564308166504
15,0,right_hip,277.9875183105469,1021.4325561523438,0.989700436592102
15,0,left_knee,538.2954711914062,1009.3665771484375,0.9615696668624878
15,0,right_knee,540.281005859375,1028.952392578125,0.9868584871292114
15,0,left_ankle,409.4502868652344,1227.9923095703125,0.9032526612281799
15,0,right_ankle,403.2042541503906,1262.9971923828125,0.9382340312004089
16,0,nose,548.8748779296875,664.0487060546875,0.9758805632591248
16,0,left_eye,544.4973754882812,647.1885375976562,0.4380512535572052
16,0,right_eye,528.25048828125,650.200439453125,0.9904162883758545
16,0,left_ear,504.48388671875,661.2020874023438,0.029788492247462273
16,0,right_ear,472.2633361816406,673.0828857421875,0.9886199235916138
16,0,left_shoulder,451.2598876953125,759.7971801757812,0.9765783548355103
16,0,right_shoulder,449.504638671875,765.0795288085938,0.9941912293434143
16,0,left_elbow,582.599609375,819.4544067382812,0.7111030220985413
16,0,right_elbow,621.6388549804688,827.167236328125,0.9810091257095337
16,0,left_wrist,716.9014892578125,841.20556640625,0.7233895659446716
16,0,right_wrist,793.2422485351562,831.6723022460938,0.9608854651451111
16,0,left_hip,283.6324462890625,1012.7352905273438,0.9780130982398987
16,0,right_hip,278.10137939453125,1021.5494384765625,0.9896882176399231
16,0,left_knee,538.3303833007812,1009.2926635742188,0.9615179896354675
16,0,right_knee,540.3056640625,1028.9268798828125,0.9868501424789429
16,0,left_ankle,409.4951477050781,1227.9739990234375,0.9031801223754883
16,0,right_ankle,403.0715637207031,1262.9434814453125,0.9381840229034424
17,0,nose,548.270263671875,666.302734375,0.9486444592475891
17,0,left_eye,539.76904296875,647.9337768554688,0.3271942734718323
17,0,right_eye,528.1055908203125,651.4478149414062,0.970365047454834
17,0,left_ear,486.9742736816406,658.1669921875,0.03862573951482773
17,0,right_ear,468.0404968261719,672.3087768554688,0.9729411602020264
17,0,left_shoulder,443.24407958984375,753.2353515625,0.9704207181930542
17,0,right_shoulder,454.69268798828125,763.5293579101562,0.9914870262145996
17,0,left_elbow,566.918701171875,811.6578369140625,0.7502389550209045
17,0,right_elbow,617.35986328125,827.6118774414062,0.9805159568786621
17,0,left_wrist,717.3967895507812,849.8495483398438,0.765666127204895
17,0,right_wrist,792.529296875,834.80615234375,0.9648478031158447
17,0,left_hip,313.2868957519531,1003.4421997070312,0.9695609211921692
17,0,right_hip,316.45263671875,1014.93310546875,0.9860051274299622
17,0,left_knee,514.8257446289062,1011.5523071289062,0.9234031438827515
17,0,right_knee,516.0785522460938,1037.875244140625,0.9725664258003235
17,0,left_ankle,387.52197265625,1225.6055908203125,0.7704012393951416
17,0,right_ankle,391.0317077636719,1271.737060546875,0.8471226096153259
18,0,nose,548.1370849609375,666.5903930664062,0.9493302702903748
18,0,left_eye,539.6658935546875,648.2305297851562,0.32915064692497253
18,0,right_eye,527.9706420898438,651.6852416992188,0.9707896709442139
18,0,left_ear,487.1036376953125,658.4824829101562,0.0381661057472229
18,0,right_ear,467.9209899902344,672.3942260742188,0.9730499386787415
18,0,left_shoulder,443.6978454589844,753.5272827148438,0.9704568982124329
18,0,right_shoulder,454.5177917480469,763.525146484375,0.9914734363555908
18,0,left_elbow,568.402099609375,811.7242431640625,0.7506885528564453
18,0,right_elbow,617.4635009765625,827.5772705078125,0.9805448055267334
18,0,left_wrist,719.302978515625,849.3612670898438,0.7667105793952942
18,0,right_wrist,792.522216796875,834.796875,0.9650301933288574
18,0,left_hip,313.7125244140625,1003.8506469726562,0.9695150852203369
18,0,right_hip,316.5022277832031,1015.2093505859375,0.9859744906425476
18,0,left_knee,515.0633544921875,1011.3167724609375,0.9235612750053406
18,0,right_knee,516.1197509765625,1037.4339599609375,0.972614586353302
18,0,left_ankle,387.7366027832031,1225.9189453125,0.7709444761276245
18,0,right_ankle,391.2540283203125,1271.791015625,0.8474088907241821
19,0,nose,548.3764038085938,667.6395263671875,0.979089617729187
19,0,left_eye,544.1952514648438,649.880126953125,0.5067674517631531
19,0,right_eye,527.4666748046875,653.6366577148438,0.9913555979728699
19,0,left_ear,503.55804443359375,661.524658203125,0.03944219648838043
19,0,right_ear,471.7333068847656,676.2383422851562,0.9873449206352234
19,0,left_shoulder,443.7644958496094,758.6620483398438,0.9753495454788208
19,0,right_shoulder,454.8841552734375,770.084716796875,0.9938204884529114
19,0,left_elbow,565.7747192382812,816.3848876953125,0.6949228048324585
19,0,right_elbow,627.6141967773438,830.2903442382812,0.9785528182983398
19,0,left_wrist,694.33154296875,849.1475219726562,0.7078121900558472
19,0,right_wrist,794.7677612304688,835.1942749023438,0.9566736221313477
19,0,left_hip,278.32025146484375,1018.021728515625,0.9748231768608093
19,0,right_hip,280.33880615234375,1029.163330078125,0.9879449605941772
19,0,left_knee,538.2177734375,1004.68701171875,0.9589722752571106
19,0,right_knee,542.8705444335938,1026.9307861328125,0.9857094287872314
19,0,left_ankle,407.83843994140625,1222.64404296875,0.9065670371055603
19,0,right_ankle,398.20196533203125,1257.98828125,0.9404324889183044
20,0,nose,548.3578491210938,667.6253051757812,0.9791512489318848
20,0,left_eye,544.172607421875,649.8842163085938,0.5077277421951294
20,0,right_eye,527.445068359375,653.6367797851562,0.9913781881332397
20,0,left_ear,503.5606689453125,661.5294799804688,0.03963904827833176
20,0,right_ear,471.7035217285156,676.2276611328125,0.9873948097229004
20,0,left_shoulder,443.9607849121094,758.683837890625,0.9754828214645386
20,0,right_shoulder,454.8574523925781,770.09765625,0.9938643574714661
20,0,left_elbow,566.1133422851562,816.2453002929688,0.6952047944068909
20,0,right_elbow,627.5712890625,830.1253051757812,0.9786272644996643
20,0,left_wrist,695.2384033203125,849.3372192382812,0.7076319456100464
20,0,right_wrist,794.8566284179688,835.2120971679688,0.9566928148269653
20,0,left_hip,278.7651672363281,1017.7090454101562,0.975009560585022
20,0,right_hip,280.6416931152344,1028.843994140625,0.9880479574203491
20,0,left_knee,538.1473999023438,1005.0330200195312,0.9591550827026367
20,0,right_knee,542.5767822265625,1027.3150634765625,0.985784113407135
20,0,left_ankle,407.72418212890625,1222.558837890625,0.9067932367324829
20,0,right_ankle,397.9224853515625,1257.951416015625,0.9406108260154724
21,0,nose,549.6780395507812,671.7103881835938,0.9516600370407104
21,0,left_eye,542.0608520507812,653.1033935546875,0.3417586386203766
21,0,right_eye,530.1577758789062,656.16748046875,0.9719566702842712
21,0,left_ear,489.3719482421875,661.671142578125,0.03906744346022606
21,0,right_ear,469.08599853515625,674.6259155273438,0.9719024896621704
21,0,left_shoulder,441.9537048339844,755.256103515625,0.9710631966590881
21,0,right_shoulder,450.6109313964844,765.9524536132812,0.9919223785400391
21,0,left_elbow,561.85302734375,815.6742553710938,0.7634565830230713
21,0,right_elbow,609.8492431640625,831.3590087890625,0.9820029735565186
21,0,left_wrist,713.6793212890625,861.8079833984375,0.7856181859970093
21,0,right_wrist,790.5592041015625,837.9133911132812,0.9687032699584961
21,0,left_hip,311.5089416503906,1005.8193359375,0.9722548723220825
21,0,right_hip,312.4210510253906,1018.3645629882812,0.9872423410415649
21,0,left_knee,522.2149047851562,1002.6053466796875,0.9346246123313904
21,0,right_knee,517.286865234375,1030.2491455078125,0.9767606258392334
21,0,left_ankle,395.1659240722656,1217.5352783203125,0.806427001953125
21,0,right_ankle,393.1387939453125,1262.429443359375,0.8735026717185974
22,0,nose,549.675048828125,671.7372436523438,0.9515287280082703
22,0,left_eye,542.0471801757812,653.129150390625,0.3408774137496948
22,0,right_eye,530.1592407226562,656.2074584960938,0.9718897938728333
22,0,left_ear,489.3428955078125,661.6809692382812,0.03898647800087929
22,0,right_ear,469.1085205078125,674.6743774414062,0.9718664884567261
22,0,left_shoulder,441.90625,755.21435546875,0.9710545539855957
22,0,right_shoulder,450.7491149902344,766.0021362304688,0.9919330477714539
22,0,left_elbow,561.867431640625,815.571044921875,0.7634589076042175
22,0,right_elbow,610.1176147460938,831.4114990234375,0.9820572137832642
22,0,left_wrist,713.8859252929688,861.6760864257812,0.7855496406555176
22,0,right_wrist,790.652099609375,837.9225463867188,0.9687554240226746
22,0,left_hip,311.4935302734375,1005.9017944335938,0.972364068031311
22,0,right_hip,312.51214599609375,1018.47509765625,0.9873049855232239
22,0,left_knee,522.3833618164062,1002.6517333984375,0.934841513633728
22,0,right_knee,517.4886474609375,1030.328369140625,0.9768692851066589
22,0,left_ankle,395.1227722167969,1217.3402099609375,0.8070568442344666
22,0,right_ankle,393.0089416503906,1262.2548828125,0.8740423321723938
23,0,nose,550.0505981445312,672.62060546875,0.9531408548355103
23,0,left_eye,542.5167846679688,654.4391479492188,0.3420391082763672
23,0,right_eye,530.6567993164062,657.1174926757812,0.9724068641662598
23,0,left_ear,492.1296081542969,663.8007202148438,0.03636930137872696
23,0,right_ear,470.6204833984375,675.3310546875,0.9710738658905029
23,0,left_shoulder,448.6242370605469,757.6956787109375,0.9719901084899902
23,0,right_shoulder,450.8577575683594,766.5253295898438,0.9922959208488464
23,0,left_elbow,578.5005493164062,815.6821899414062,0.781110942363739
23,0,right_elbow,610.3694458007812,832.3056030273438,0.9841392636299133
23,0,left_wrist,740.7306518554688,856.6846923828125,0.809503436088562
23,0,right_wrist,792.9129028320312,840.0880737304688,0.973124086856842
23,0,left_hip,317.8663024902344,1007.0776977539062,0.9745503664016724
23,0,right_hip,314.8970947265625,1019.0104370117188,0.9884059429168701
23,0,left_knee,528.6398315429688,1000.7182006835938,0.9388113617897034
23,0,right_knee,520.705078125,1027.43798828125,0.9785311222076416
23,0,left_ankle,401.3573913574219,1214.268310546875,0.8125595450401306
23,0,right_ankle,396.6611022949219,1258.525390625,0.8786007165908813
24,0,nose,549.9921264648438,672.6400756835938,0.9529696702957153
